name,pct,medPct,relPct,city,BEDS,enrollment
COLUMBUS SCHOOL,96.5,0,0.2,UTICA,412300010005,630
GENERAL HERKIMER SCHOOL,99.7,0,0,UTICA,412300010006,711
HUGH R JONES SCHOOL,100,0,0,UTICA,412300010009,469
MARTIN LUTHER KING JR SCHOOL,92.4,0,0,UTICA,412300010011,302
WATSON WILLIAMS ES,97.8,0,0,UTICA,412300010012,641
THOMAS JEFFERSON SCHOOL,98.1,0,0,UTICA,412300010014,574
JOHN F HUGHES SCHOOL,98.9,0,0,UTICA,412300010016,462
KERNAN SCHOOL,98,0,0,UTICA,412300010018,656
DONOVAN MIDDLE SCHOOL,100,0,0,UTICA,412300010022,638
JOHN F. KENNEDY MIDDLE SCHOOL,97.8,0,0.3,UTICA,412300010023,720
THOMAS R. PROCTOR HS,99.3,0,0,UTICA,412300010024,2680
CONKLING ELEMENTARY,98.9,0,0,UTICA,412300010026,545
NOTRE DAME ELEMENTARY,99.2,0,0.8,UTICA,412300185517,
SLAVIC CHRISTIAN SCHOOL,90.7,1.9,5.6,UTICA,412300185518,
NOTRE DAME JSHS,97.6,0,2.1,UTICA,412300189443,
UTICA INTERNATIONAL ADVENTIST SCHOOL,100,0,0,UTICA,412300445991,
UTICA ACADEMY OF SCIENCE CHARTER SCHOOL,96.7,0,0,UTICA,412300861058,178
TRADEWINDS EDUCATION CENTERROME,100,0,0,ROME,412300999379,
TRADEWINDS EDUCATION CENTERUTICA,92.2,0,4.7,UTICA,412300999380,
CHADWICKS VOCATIONALUCP,100,0,0,CHADWICKS,412300999381,
WESTMORELAND ELEM SCHOOL,99.7,0,0.3,WESTMORELAND,412801040002,369
WESTMORELAND H S,99.7,0,0.3,WESTMORELAND,412801040003,292
WESTMORELAND MS,100,0,0,WESTMORELAND,412801040004,294
N A WALBRAN ELEM SCHOOL,97.3,0,1.7,ORISKANY,412901040002,315
ORISKANY J S H S,99.7,0.3,0,ORISKANY,412901040003,314
ROTTAMORE ROAD SCHOOL,0,0,87.5,ORISKANY FALLS,412901061112,
HILLSIDE SCHOOL,0,0,87.5,ORISKANY FALLS,412901061113,
WAKSON SCHOOL,0,0,100,ORISKANY FALLS,412901061114,
MARCY ELEM SCHOOL,98.1,0.6,0.9,MARCY,412902060002,326
HARTS HILL ELEM SCHOOL,100,0,0,WHITESBORO,412902060003,354
DEERFIELD ELEM SCHOOL,99.3,0,0.7,DEERFIELD,412902060005,301
WHITESBORO MIDDLE SCHOOL,99.6,0.2,0.2,WHITESBORO,412902060006,502
PARKWAY MIDDLE SCHOOL,100,0,0,WHITESBORO,412902060007,248
WHITESBORO S H S,99.8,0.2,0,MARCY,412902060008,1040
WHITESBORO ROAD ELEM SCHOOL,99.8,0.2,0,WHITESBORO,412902060009,449
ONEIDAHERKIMER-MADISON BOCES: SPECIAL EDUCATION,96,0,0,NEW HARTFORD,419000000001,
ONEIDAHERKIMER-MADISON BOCES: ALTERNATIVE EDUCATI,89.2,0,0,NEW HARTFORD,419000000002,
EAST HILL ELEM SCHOOL,99,0.3,0,CAMILLUS,420101060001,382
STONEHEDGE SCHOOL,99.2,0.9,0,CAMILLUS,420101060003,821
ONONDAGA ROAD ELEM SCHOOL,99.3,0,0,SYRACUSE,420101060005,406
SPLIT ROCK ELEM SCHOOL,100,0,0,CAMILLUS,420101060006,362
WEST GENESEE MIDDLE SCHOOL,100,0,0,CAMILLUS,420101060008,695
WEST GENESEE S H S,99.9,0,0,CAMILLUS,420101060009,1657
CAMILLUS MIDDLE SCHOOL,100,0,0,CAMILLUS,420101060011,514
HOLY FAMILY SCHOOL,95.7,0,1.2,SYRACUSE,420101185482,
BLESSED VIRGIN MARY MOTHER OF GOD,44,0,54,WARNERS,420101185605,
BISHOP LUDDEN JSHS,99.1,0.3,0.3,SYRACUSE,420101189405,
ALLEN ROAD ELEM SCHOOL,99.3,0.3,0.3,NO SYRACUSE,420303060001,403
BEAR ROAD ELEM SCHOOL,99.8,0.2,0,NO SYRACUSE,420303060002,625
CICERO ELEM SCHOOL,99.1,0.7,0.2,CICERO,420303060003,572
LAKESHORE ROAD ELEMENTARY SCHOOL,99.1,0.2,0.7,CICERO,420303060004,565
ROXBORO ROAD ELEM SCHOOL,99.8,0,0,MATTYDALE,420303060007,514
SMITH ROAD ELEM SCHOOL,99.5,0.2,0.3,NO SYRACUSE,420303060008,582
GILLETTE ROAD MIDDLE SCHOOL,99.5,0.3,0.2,CICERO,420303060009,1194
NORTH SYRACUSE JHS,99.7,0.1,0.1,NO SYRACUSE,420303060010,1487
ROXBORO ROAD MIDDLE SCHOOL,99,0,0,MATTYDALE,420303060011,914
CICERONO SYRACUSE H S,99.8,0.1,0.1,CICERO,420303060014,2064
ST MARGARET SCHOOL,98,0,0,MATTYDALE,420303185499,
ST ROSE OF LIMA SCHOOL,98.9,0,0,NO SYRACUSE,420303185532,
LITTLE LAMB CHRISTIAN PRESCHOOL,94.4,0,5.6,N SYRACUSE,420303185533,
FREMONT ELEM SCHOOL,99.7,0,0.3,E SYRACUSE,420401060002,346
EAST SYRACUSE ELEMENTARY,98.9,0,0.3,E SYRACUSE,420401060003,363
WOODLAND ELEM SCHOOL,99.5,0,0.6,EAST SYRACUSE,420401060004,363
E SYRACUSE MINOA CENTRAL H S,99.8,0,0.1,E SYRACUSE,420401060005,1071
MINOA ELEM SCHOOL,100,0,0,MINOA,420401060009,371
PINE GROVE MIDDLE SCHOOL,99.6,0,0.4,E SYRACUSE,420401060010,749
BISHOP GRIMES JSHS,98.9,0.3,0.3,EAST SYRACUSE,420401189442,
LIVING WORD ACADEMY,100,0,0,SYRACUSE,420401808261,
JAMESVILLE ELEM SCHOOL,100,0,0,JAMESVILLE,420411060002,377
MOSES DEWITT ELEM SCHOOL,97.9,0.4,0.4,DEWITT,420411060003,287
TECUMSEH ELEMENTARY SCHOOL,98.4,0.8,0.8,JAMESVILLE,420411060004,373
JAMESVILLEDEWITT MID SCH,98.9,0.2,0.9,JAMESVILLE,420411060005,931
JAMESVILLEDEWITT H S,99,0.4,0.3,DEWITT,420411060006,921
CHRISTIAN BROTHERS ACADEMY,98.8,0.1,0.5,SYRACUSE,420411185475,
HOLY CROSS SCHOOL,100,0,0,DEWITT,420411185480,
SYRACUSE HEBREW DAY SCHOOL,100,0,0,DEWITT,420411226658,
THE NEW SCHOOL,93.9,0,6.1,DEWITT,420411995604,
MONTESSORI DISCOVERY SCHOOL,90,0,10,SYRACUSE,420411996003,
MANLIUSPEBBLE HILL SCHOOL,97.7,0.2,0.5,DEWITT,420411997121,
MONTESSORI SCHOOL OF SYRACUSE,85.6,0,9.3,SYRACUSE,420411999490,
ELBRIDGE ELEM SCHOOL,99.6,0,0.2,ELBRIDGE,420501060001,530
JORDAN ELBRIDGE HIGH SCHOOL,100,0,0,JORDAN,420501060003,433
JORDAN ELBRIDGE MS,100,0,0,JORDAN,420501060004,437
FABIUSPOMPEY ELEMENTARY SCHOOL,99.5,0.1,0.1,FABIUS,420601040001,287
FABIUS JSHS,99.5,0.1,0.1,FABIUS,420601040003,427
WESTHILL S H S,99.8,0,0.2,SYRACUSE,420701060001,577
CHERRY ROAD ELEM SCHOOL,100,0,0,SYRACUSE,420701060002,396
WALBERTA PARK PRIMARY SCHOOL,99.2,0,0.8,SYRACUSE,420701060003,241
ONONDAGA HILL MIDDLE SCHOOL,99.5,0,0.5,SYRACUSE,420701060004,578
PARKVIEW JUNIOR ACADEMY,93.2,0,6.8,SYRACUSE,420701425828,
SOLVAY ELEM SCHOOL,99,0,0,SOLVAY,420702030001,449
SOLVAY H S,97.3,0.2,0,SOLVAY,420702030004,585
SOLVAY MIDDLE SCHOOL,99.6,0,0,SOLVAY,420702030007,506
ONONDAGA NATION SCH,96.4,0,0,NEDROW,420807040002,122
LA FAYETTE S H S,99.2,0,0.8,LAFAYETTE,420807040003,362
C GRANT GRIMSHAW SCHOOL,98.9,0,0,LAFAYETTE,420807040004,372
HARRY E ELDEN ELEM SCHOOL,99.4,0,0.6,BALDWINSVILLE,420901060002,470
CATHERINE M MCNAMARA ELEM SCH,99.4,0.2,0.4,BALDWINSVILLE,420901060003,532
L PEARL PALMER ELEM SCHOOL,98.9,0.5,0.7,BALDWINSVILLE,420901060004,442
VAN BUREN SCHOOL,99.8,0,0.2,BALDWINSVILLE,420901060005,432
THEODORE R DURGEE J H S,99.3,0.3,0.4,BALDWINSVILLE,420901060006,976
CHARLES W BAKER H S,99.6,0.1,0.3,BALDWINSVILLE,420901060007,1351
MAE E REYNOLDS SCHOOL,98.7,0.2,1.1,BALDWINSVILLE,420901060008,446
DONALD S. RAY MIDDLE SCHOOL,98.8,0.1,0.8,BALDWINSVILLE,420901060009,886
ST MARY'S ACADEMY,98.1,0,0,BALDWINSVILLE,420901185501,
WORD OF LIFE CHRISTIAN ACADEMY,100,0,0,BALDWINSVILLE,420901805035,
BALDWINSVILLE CHRISTIAN ACADEMY,90.4,0,7.5,BALDWINSVILLE,420901857741,
FAYETTEVILLE ELEM SCHOOL,97.3,1.1,1.1,FAYETTEVILLE,421001060001,440
FAYETTEVILLE MANLIUS S H S,99,0.4,0.2,MANLIUS,421001060002,1526
EAGLE HILL MIDDLE SCHOOL,99.4,0.4,0.2,MANLIUS,421001060005,673
WELLWOOD MIDDLE SCHOOL,99,0.3,0.7,FAYETTEVILLE,421001060006,694
MOTT ROAD ELEM SCHOOL,98.9,0,0.3,FAYETTVILLE,421001060007,376
ENDERS ROAD ELEM SCHOOL,98.9,0,0.6,MANLIUS,421001060008,526
IMMACULATE CONCEPTION SCHOOL,100,0,0,FAYETTEVILLE,421001185485,
CREATIVE ENVIRONMENT DAY SCHOOL,100,0,0,FAYETTEVILLE,421001998802,
K C HEFFERNAN ELEM SCHOOL,98.7,0.2,0.7,MARCELLUS,421101060001,456
MARCELLUS H S,99.3,0.2,0.5,MARCELLUS,421101060003,603
C S DRIVER MIDDLE SCHOOL,99.7,0,0.3,MARCELLUS,421101060004,695
ROCKWELL ELEM SCHOOL,98.4,0.5,0,NEDROW,421201040001,221
WHEELER MIDDLE SCHOOL,98.9,0.4,0.4,NEDROW,421201040002,267
ONONDAGA H S,99,0.5,0.3,NEDROW,421201040003,396
NATE PERRY ELEM. SCHOOL,99.5,0,0.5,LIVERPOOL,421501060001,384
CHESTNUT HILL MIDDLE SCHOOL,99.7,0,0.3,LIVERPOOL,421501060002,317
ELMCREST ELEM SCHOOL,99.8,0.2,0,LIVERPOOL,421501060004,495
LIVERPOOL MIDDLE SCHOOL,99.4,0.6,0,LIVERPOOL,421501060005,315
LIVERPOOL ANNEX,99.8,0,0.2,LIVERPOOL,421501060006,
CHESTNUT HILL ELEM SCHOOL,98.3,1.7,0,LIVERPOOL,421501060009,352
LIVERPOOL ELEMENTARY SCHOOL,97.7,1.7,0.7,LIVERPOOL,421501060010,299
LIVERPOOL HIGH SCHOOL,99.5,0.1,0,LIVERPOOL,421501060011,2260
MORGAN ROAD ELEMENTARY,99.1,0.2,0,LIVERPOOL,421501060012,469
SOULE ROAD ELEMENTARY,99.8,0.2,0,LIVERPOOL,421501060013,435
SOULE ROAD MIDDLE SCHOOL,99.8,0.2,0,LIVERPOOL,421501060014,471
LONG BRANCH ELEM SCHOOL,98.9,0.7,0.5,LIVERPOOL,421501060015,447
DONLIN DRIVE,99.6,0,0.4,LIVERPOOL,421501060016,479
WILLOW FIELD SCHOOL,99.2,0.2,0.2,LIVERPOOL,421501060019,492
LYNCOURT SCHOOL,99,0.3,0.7,SYRACUSE,421504020001,327
SKANEATELES S H S,99.6,0,0.2,SKANEATELES,421601060002,520
WATERMAN ELEM SCHOOL,99.6,0,0.4,SKANEATELES,421601060003,266
STATE STREET INTERMEDIATE SCHOOL,99.1,0,0,SKANEATELES,421601060004,328
SKANEATELES MIDDLE SCHOOL,98.3,0.6,1.2,SKANEATELES,421601060005,346
CLARY MIDDLE SCHOOL,99.3,0,0.2,SYRACUSE,421800010003,433
BELLEVUE SCHOOL,99.2,0,0,SYRACUSE,421800010004,519
VAN DUYN SCHOOL,99.1,0,0.6,SYRACUSE,421800010006,402
EDWARD SMITH SCHOOL,98.3,0,0.1,SYRACUSE,421800010008,790
ROBERTS SCHOOL,99.9,0,0.1,SYRACUSE,421800010010,762
MEACHEM SCHOOL,99.8,0,0,SYRACUSE,421800010011,486
LEMOYNE SCHOOL,99.8,0,0.2,SYRACUSE,421800010012,515
SALEM HYDE SCHOOL,99.8,0,0.2,SYRACUSE,421800010013,531
HUNTINGTON SCHOOL,99.7,0,0,SYRACUSE,421800010015,956
DR. KING SCHOOL,99.5,0,0,SYRACUSE,421800010018,696
DANFORTH MAGNET SCHOOL,100,0,0,SYRACUSE,421800010020,452
FRANKLIN SCHOOL,98.1,0,0.3,SYRACUSE,421800010021,718
FRAZER SCHOOL,100,0,0,SYRACUSE,421800010022,946
PERCY HUGHES SCHOOL,99.7,0,0,SYRACUSE,421800010025,375
PORTER MAGNET SCHOOL,99.1,0,0,SYRACUSE,421800010027,548
SEYMOUR SCHOOL,99.8,0.2,0,SYRACUSE,421800010028,544
H W SMITH ELEM SCHOOL,98.9,0,0.4,SYRACUSE,421800010031,847
CORCORAN HIGH SCHOOL,99.5,0,0.1,SYRACUSE,421800010033,1422
GRANT MIDDLE SCHOOL,97.9,0,0.2,SYRACUSE,421800010035,684
NOTTINGHAM H S,97.9,0.4,0.2,SYRACUSE,421800010039,1264
HENNINGER H S,99.1,0,0.1,SYRACUSE,421800010040,1757
DELAWARE SCHOOL,99.6,0,0.4,SYRACUSE,421800010041,612
MCKINLEYBRGHTON MAGNET SCH,99.8,0,0.2,SYRACUSE,421800010042,619
WEBSTER SCHOOL,96.7,0.2,0,SYRACUSE,421800010043,653
INSTITUTE OF TECHNOLOGY,100,0,0,SYRACUSE,421800010047,439
LINCOLN MIDDLE SCHOOL,97.3,0,0,SYRACUSE,421800010048,565
GEORGE FOWLER H S,99.1,0,0,SYRACUSE,421800010049,1321
DR EDWIN E WEEKS SCHOOL,97.3,0.1,0.3,SYRACUSE,421800010052,762
MCCARTHY AT BEARD,100,0,0,SYRACUSE,421800010053,
THE EXPEDITIONARY LEARNING SCHOOL,100,0,0,SYRACUSE,421800010058,137
WEST SIDE ACADEMY AT BLODGETT,99.5,0,0,SYRACUSE,421800010060,411
JOHNSON VOCATIONAL CENTER,100,0,0,SYRACUSE,421800010067,
BLESSED SACRAMENT CATHOLIC SCHOOL,98.6,0,0.5,SYRACUSE,421800185466,
ALL SAINTS ELEMENTARY OF TIPPERARY HILL,97.4,0,1.3,SYRACUSE,421800185515,
CATHEDRAL ACADEMY @ POMPEII,100,0,0,SYRACUSE,421800185572,
BISHOPS ACADEMY @ MOST HOLY ROSARY,100,0,0,SYRACUSE,421800185583,
IHSAN SCHOOL OF EXCELLENCE,96.6,0,0,SYRACUSE,421800629480,
EAGLE WINGS ACADEMY,100,0,0,SYRACUSE,421800806031,
FAITH HERITAGE SCHOOL,98.3,0,1.7,SYRACUSE,421800807821,
SOUTHSIDE ACADEMY CHARTER SCHOOL,100,0,0,SYRACUSE,421800860845,687
SYRACUSE ACADEMY OF SCIENCE CHARTER,98.4,0.1,1.2,SYRACUSE,421800860854,702
ONONDAGA COUNTY OCFS CEDAR ST DAY TREATMENT,100,0,0,SYRACUSE,421800928776,
MERRIDAY SCHOOL,100,0,0,SYRACUSE,421800997674,
TULLY J S H S,98.8,0,0.8,TULLY,421902040001,500
TULLY ELEM SCHOOL,98.4,0.1,1.2,TULLY,421902040002,438
ONONDAGACORTLAND-MADISON BOCES KASSON ROAD SCHOOL,100,0,0,SYRACUSE,429000000000,
ONONDAGACORTLAND-MADISON BOCES MCEVOY EDUCATION,99,0,0,SYRACUSE,429000000001,
CANANDAIGUA ELEMENTARY SCHOOL,99.1,0.4,0.4,CANANDAIGUA,430300050001,783
CANANDAIGUA ACADEMY,99.3,0.4,0.2,CANANDAIGUA,430300050002,1199
CANANDAIGUA PRIMARY SCHOOL,98.9,0.1,0.3,CANANDAIGUA,430300050003,878
CANANDAIGUA MIDDLESCHOOL,99.5,0.4,0,CANANDAIGUA,430300050004,856
ST MARYS SCHOOL,96.7,0.7,2.7,CANANDAIGUA,430300166197,
CANANDAIGUA MONTESSORI SCHOOL,50,0,25,CANANDAIGUA,430300998093,
CALVARY CHAPEL CHRISTIAN SCHOOL,88.7,0,11.3,FARMINGTON,430300999233,
LAKE COUNTRY SCHOOL,45,0,20,CANANDAIGUA,430300999234,
SANDY KNOLL SCHOOL,35.3,0,23.5,CANANDAIGUA,430300999235,
WINDY HILL SCHOOL,48.4,0,19.4,CANANDAIGUA,430300999236,
MEADOW VIEW SCHOOL,16,0,44,CANANDAIGUA,430300999237,
WILLOW RUN SCHOOL,12.5,0,65.6,CANANDAIGUA,430300999238,
BLOOMFIELD J S H S,99.1,0,0.9,BLOOMFIELD,430501040001,329
BLOOMFIELD ELEM SCHOOL,99,0,1,BLOOMFIELD,430501040004,443
WEST ST ELEMENTARY,99.4,0,0,GENEVA,430700010001,575
NORTH ST ELEM SCH,99.6,0.4,0,GENEVA,430700010002,462
GENEVA MIDDLE SCHOOL,99.6,0.2,0,GENEVA,430700010005,483
GENEVA S H S,99.9,0.2,0,GENEVA,430700010006,670
ST FRANCIS DE SALES ST STEPHENS,100,0,0,GENEVA,430700166227,
CHILDREN'S HOURS SCHOOL,50,0,0,GENEVA,430700998673,
GORHAM ELEM SCHOOL,100,0,0,STANLEY,430901060002,257
MARCUS WHITMAN MIDDLE/HIGH SCHOOL,98.7,0.2,0.6,RUSHVILLE,430901060003,289
MARCUS WHITMAN VALLEY ES,99.6,0,0.4,RUSHVILLE,430901060007,308
WFL BOCES @RED JACKET EDUCATION CENTER,96.5,0,0,SHORTSVILLE,431100000000,
RED JACKET ELEM SCHOOL,99.7,0.3,0,SHORTSVILLE,431101040001,376
RED JACKET HS,99.6,0,0.4,SHORTSVILLE,431101040002,257
RED JACKET MIDDLE SCHOOL,99,0,1,SHORTSVILLE,431101040003,202
NAPLES H S,98.8,0.3,0.9,NAPLES,431201040002,349
NAPLES ELEM SCHOOL,97.7,0.3,1.4,NAPLES,431201040003,395
WAYNE FINGER LAKES BOCES MIDLAKES,100,0,0,CLIFTON SPRINGS,431301000000,
WFL BOCES AT MIDLAKES MIDDLE/HIGH SCHOOL,95.2,0,2.4,CLIFTON SPRINGS,431301000001,
MIDLAKES PRIMARY SCHOOL,98.3,0.3,0.9,CLIFTON SPRINGS,431301060001,352
MIDLAKES INTERMEDIATE SCHOOL,99.6,0.2,0.2,CLIFTON SPRINGS,431301060003,480
MIDLAKES H S,99.6,0.1,0.1,CLIFTON SPRINGS,431301060004,519
HONEOYE ELEM SCHOOL,99.3,0,0.8,HONEOYE,431401040001,270
HONEOYE SHS,100,0,0,HONEOYE,431401040002,366
HONEOYE MIDDLE SCHOOL,99.2,0,0.8,HONEOYE,431401040003,
VICTOR INTERMEDIATE SCHOOL,99.4,0,0.6,VICTOR,431701060001,1004
VICTOR J H S,99.7,0,0.3,VICTOR,431701060002,699
VICTOR PRIMARY SCHOOL,98.8,0,1.2,VICTOR,431701060003,734
VICTOR S H S,99.5,0.2,0.2,VICTOR,431701060004,1299
VICTOR EARLY CHILDHOOD CTR,98.8,0.4,0.8,VICTOR,431701060005,651
WFL BOCES WAYNE EDUCATION CENTER,100,0,0,WILLIAMSON,439000000006,
WFL SECONDARY SCHOOLS BOCES,100,0,0,RUSHVILLE,439000000009,
LITTLE BRITAIN ELEM SCHOOL,99,0.2,0.8,NEW WINDSOR,440102060001,495
TAFT ELEM SCHOOL,98,0.4,0.5,WASHINGTONVILLE,440102060002,790
WASHINGTONVILLE S H S,99.6,0.1,0.3,WASHINGTONVILLE,440102060003,1444
WASHINGTONVILLE J H S,98.3,0,0.9,WASHINGTONVILLE,440102060004,1015
ROUND HILL ELEM SCHOOL,98.7,0.2,0.4,WASHINGTONVILLE,440102060005,565
LITTLE HARVARD WASHINGTONVILLE,100,0,0,WASHINGTONVILLE,440102996082,
HUDSON HILLS ACADEMY,81.7,0,18.3,NEW WINDSOR,440102996083,
PRESCHOOL LEARNING EXPERIENCENW,100,0,0,NEW WINDSOR,440102999893,
CHESTER ACADEMY/MIDDLE/HIGH,99.1,0.2,0.7,CHESTER,440201020001,555
CHESTER ELEM SCHOOL,98.3,0,1.3,CHESTER,440201020002,476
WILLOW AVENUE SCHOOL,98.4,0,1.6,CORNWALL,440301060001,317
CORNWALL ON HUDSON ELEM SCHOOL,98.1,0,1.2,CORNWALL-ON-HUDSON,440301060002,258
CORNWALL HIGH SCHOOL,98.7,0,1.1,NEW WINDSOR,440301060003,1106
CORNWALL ELEM SCHOOL,98.7,0,1.1,CORNWALL,440301060004,547
CORNWALL MIDDLE SCHOOL,99.3,0.1,0.7,CORNWALL,440301060005,1077
NEW YORK MILITARY ACADEMY,93.8,0,1.2,CORNWALL ON HUDSON,440301996660,
STORM KING SCHOOL,87.4,0,0,CORNWALL ON HUDSON,440301997129,
E J RUSSELL ELEM SCHOOL,98.3,0.2,1.2,PINE BUSH,440401060001,628
CRISPELL MIDDLE SCHOOL,99,0,1,PINE BUSH,440401060004,704
PINE BUSH S H S,99.6,0.1,0.2,PINE BUSH,440401060005,1870
CIRCLEVILLE ELEM SCHOOL,98.8,0,0.9,CIRCLEVILLE,440401060006,601
CIRCLEVILLE MIDDLE SCHOOL,99.3,0.3,0.3,CIRCLEVILLE,440401060007,582
PAKANASINK ELEM SCHOOL,99.5,0,0.2,CIRCLEVILLE,440401060008,474
PINE BUSH ELEMENTARY SCHOOL,98.3,0.1,1.2,PINE BUSH,440401060009,699
CHAPEL FIELD CHRISTIAN SCHOOL,75.7,0,2.4,PINE BUSH,440401759101,
GOSHEN CENTRAL H S,97.6,0,0.5,GOSHEN,440601040001,920
SCOTCHTOWN AVENUE SCHOOL,95.7,0.3,1.5,GOSHEN,440601040003,606
CJ HOOKER MS,98.9,0,1.1,GOSHEN,440601040004,744
GOSHEN INTERMEDIATE SCHOOL,99.2,0,0.8,GOSHEN,440601040005,638
JOHN S BURKE CATHOLIC H S,96.3,0,0.2,GOSHEN,440601145071,
ST JOHNS SCHOOL,86.9,1,0,GOSHEN,440601145074,
GOSHEN SECURE CENTER,100,0,0,GOSHEN,440601977423,
FORT MONTGOMERY ELEMENTARY SCHOOL,94.7,0,0.8,HIGHLAND FALLS,440901040001,131
JAMES I O NEILL H S,99.1,0,0.7,HIGHLAND FALLS,440901040003,463
HIGHLAND FALLS MIDDLE SCHOOL,98.8,0,0.6,HIGHLAND FALLS,440901040004,340
MECHANICSTOWN SCHOOL,98.9,0,0.9,MIDDLETOWN,441000010006,639
TRUMAN MOON SCHOOL,99.4,0,0.6,MIDDLETOWN,441000010007,333
MIDDLETOWN S H S,99.5,0,0,MIDDLETOWN,441000010009,2119
TWIN TOWERS MS,99.6,0,0.4,MIDDLETOWN,441000010010,808
MONHAGEN MS,99.5,0.1,0.1,MIDDLETOWN,441000010014,754
MAPLE HILL ELEM SCHOOL,99.1,0,0.7,MIDDLETOWN,441000010015,1134
JOHN W CHORLEY SCHOOL,100,0,0,MIDDLETOWN,441000010018,1319
OUR LADY OF MT CARMEL SCHOOL,98.2,0,0,MIDDLETOWN,441000145081,
MIDDLETOWN CHRISTIAN  SCHOOL,92.5,0,5,MIDDLETOWN,441000445847,
ELE CENTER /JBC FOR CHILD DEVELOPMENT,100,0,0,MIDDLETOWN,441000997719,
NEW BEGINNINGS MONTESSORI SCHOOL,100,0,0,MIDDLETOWN,441000999534,
MINISINK VALLEY H S,100,0,0,SLATE HILL,441101040001,1365
MINISINK VALLEY ELEM SCHOOL,97.4,0.2,0.6,SLATE HILL,441101040002,469
MINISINK VALLEY MIDDLE SCHOOL,97.9,0.1,0.5,SLATE HILL,441101040003,994
OTISVILLE ELEMENTARY SCHOOL,97.6,0.3,2.1,OTISVILLE,441101040004,631
MINISINK VALLEY INTERMEDIATE SCHOOL,99.2,0,0.6,SLATE HILL,441101040005,533
PINE TREE ELEM SCHOOL,99.1,0.1,0.5,MONROE,441201060001,874
CENTRAL VALLEY SCHOOL,97.9,1.3,0.8,CENTRAL VALLEY,441201060002,613
NORTH MAIN STREET SCHOOL,99.1,0,0.9,MONROE,441201060003,585
SMITH CLOVE ES,98.4,0,1.1,CENTRAL VALLEY,441201060005,568
MONROE WOODBURY S H S,89.6,0.4,1.1,CENTRAL VALLEY,441201060006,2285
MONROE WOODBURY MIDDLE SCHOOL,98.8,0.3,0.8,CENTRAL VALLEY,441201060009,1682
SAPPHIRE ELEM SCHOOL,98.9,0,0.9,HARRIMAN,441201060011,348
SACRED HEART SCHOOL,96.4,0,0,MONROE,441201145086,
THEVENET MONTESSORI SCHOOL (PREK PROGRAM),94.8,0,3.5,HIGHLAND HILLS,441201148378,
ZICHRON YAKOV D'RADASIHTS,22.2,0,11.1,MONROE,441201225703,
CONGREGATION BNEI YOEL SCHOOL,99.4,0,0.6,MONROE,441201229273,
CONGREGATION SHERI TORAH OF KHAL VYOEL MOSHE,88,0.9,0.3,MONROE,441201229930,
ST PAUL CHRISTIAN EDUCATION CENTER,81.3,0,18.8,MONROE,441201319543,
KIRYAS JOEL VILLAGE SCHOOL,97.3,0,2,MONROE,441202020001,162
UTA OF KIRYAS JOELBOYS,98.3,0.1,1.4,MONROE,441202228240,
UTA OF KIRYAS JOELGIRLS,99.1,0,1,MONROE,441202228249,
EAST COLDENHAM ELEM SCHOOL,100,0,0,NEWBURGH,441301060001,325
MONTGOMERY ELEMENTARY SCHOOL,97.9,0.5,1.4,MONTGOMERY,441301060002,576
WALDEN ELEM SCHOOL,99.2,0.2,0.2,WALDEN,441301060003,480
VALLEY CENTRAL S H S,99.8,0.1,0.1,MONTGOMERY,441301060004,1489
VALLEY CENTRAL MIDDLE SCHOOL,99.6,0,0.4,MONTGOMERY,441301060006,1040
BEREA ELEM SCHOOL,99.8,0.2,0,MONTGOMERY,441301060007,464
MOST PRECIOUS BLOOD SCHOOL,98.6,0,0,WALDEN,441301147141,
FOX HILL SCHOOL,100,0,0,WALDEN,441301805702,
HARMONY CHRISTIAN SCHOOL,87.5,0,4.5,MIDDLETOWN,441301808513,
MONTGOMERY MONTESSORI SCHOOL INC.,72,0,28,MONTGOMERY,441301996070,
BALMVILLE SCHOOL,99.8,0.2,0,NEWBURGH,441600010001,542
HERITAGE MIDDLE SCHOOL,99.2,0.1,0.7,NEWBURGH,441600010003,869
FOSTERTOWN ETC MAGNET SCHOOL,98.6,0,0.8,NEWBURGH,441600010004,624
GARDNERTOWN FUNDEMENTAL MAGNET SCHOOL,99.5,0.2,0,NEWBURGH,441600010005,643
GIDNEY AVE MEMORIAL TECH MAGNET SCH,98.6,0.4,0.1,NEWBURGH,441600010006,726
HORIZON ON HUDSON MAGNET SCHOOL,100,0,0,NEWBURGH,441600010009,534
NEW WINDSOR SCHOOL,98.8,0.2,0.7,NEWBURGH,441600010010,681
VAILS GATE HIGH TECH MAGNET SCHOOL,99.3,0,0,NEW WINDSOR,441600010012,592
NEWBURGH FREE ACADEMYNORTH,99.7,0,0,NEWBURGH,441600010015,
SOUTH MIDDLE SCHOOL,98.3,0,0.2,NEWBURGH,441600010016,829
NEWBURGH FREE ACADEMY,98.4,0,0.3,NEWBURGH,441600010017,3339
TEMPLE HILL SCHOOL,99.2,0.1,0.1,NEWBURGH,441600010020,961
MEADOW HILL GLOBAL EXPLORATIONS MAGNET,98.2,0.4,1.1,NEWBURGH,441600010021,1046
BISHOP DUNN MEMORIAL SCHOOL,96.2,0.4,3,NEWBURGH,441600145069,
SAN MIGUEL ACADEMY OF NEWBURGH,100,0,0,NEWBURGH,441600145510,
