P.S. 150 CHARLES JAMES FOX,BRONX,98.8,915,http://data.schoolbook.org/school/615-ps-150-charles-james-fox,12X150,
P.S. 150 CHRISTOPHER,BROOKLYN,99.5,188,http://data.schoolbook.org/school/1067-ps-150-christopher,23K150,
P.S. 150 QUEENS,QUEENS,99.8,1217,http://data.schoolbook.org/school/1383-ps-150-queens,30Q150,
P.S. 151 LYNDON B. JOHNSON,BROOKLYN,99.4,324,http://data.schoolbook.org/school/1479-ps-151-lyndon-b-johnson,32K151,
P.S. 151 MARY D. CARTER,QUEENS,99.8,423,http://data.schoolbook.org/school/1384-ps-151-mary-d-carter,30Q151,
P.S. 152 DYCKMAN VALLEY,MANHATTAN,99,667,http://data.schoolbook.org/school/265-ps-152-dyckman-valley,06M152,
P.S. 152 EVERGREEN,BRONX,99.1,969,http://data.schoolbook.org/school/361-ps-152-evergreen,08X152,
P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,QUEENS,98.6,1382,http://data.schoolbook.org/school/1385-q152-ps-152-gwendoline-n-alleyne-school,30Q152,10
P.S. 153 ADAM CLAYTON POWELL,MANHATTAN,97.6,790,http://data.schoolbook.org/school/266-ps-153-adam-clayton-powell,06M153,12
P.S. 153 HELEN KELLER,BRONX,99.3,692,http://data.schoolbook.org/school/567-ps-153-helen-keller,11X153,
P.S. 153 HOMECREST,BROOKLYN,98.6,573,http://data.schoolbook.org/school/996-ps-153-homecrest,21K153,
P.S. 153 MASPETH ELEM,QUEENS,98.6,1420,http://data.schoolbook.org/school/1119-ps-153-maspeth-elem,24Q153,11
P.S. 154 HARRIET TUBMAN,MANHATTAN,99.1,324,http://data.schoolbook.org/school/230-ps-154-harriet-tubman,05M154,
P.S. 154 JONATHAN D. HYATT,BRONX,100,404,http://data.schoolbook.org/school/310-ps-154-jonathan-d-hyatt,07X154,
P.S. 154 QUEENS,QUEENS,97.6,738,http://data.schoolbook.org/school/1154-ps-154-queens,25Q154,15
P.S. 155,QUEENS,99.6,568,http://data.schoolbook.org/school/1242-ps-155,27Q155,
P.S. 155 WILLIAM PACA,MANHATTAN,98.7,371,http://data.schoolbook.org/school/202-ps-155-william-paca,04M155,
P.S. 156 LAURELTON,QUEENS,97.7,390,http://data.schoolbook.org/school/1340-ps-156-laurelton,29Q156,
P.S. 156 WAVERLY,BROOKLYN,98,793,http://data.schoolbook.org/school/1069-ps-156-waverly,23K156,
P.S. 157 BENJAMIN FRANKLIN,BROOKLYN,98,537,http://data.schoolbook.org/school/716-ps-157-benjamin-franklin,14K157,10
P.S. 157 GROVE HILL,BRONX,98.9,663,http://data.schoolbook.org/school/311-ps-157-grove-hill,07X157,
P.S. 158 BAYARD TAYLOR,MANHATTAN,99.3,760,http://data.schoolbook.org/school/56-ps-158-bayard-taylor,02M158,
P.S. 158 WARWICK,BROOKLYN,99.7,577,http://data.schoolbook.org/school/904-ps-158-warwick,19K158,
P.S. 159,QUEENS,99.1,662,http://data.schoolbook.org/school/1197-ps-159,26Q159,
P.S. 159 ISAAC PITKIN,BROOKLYN,97.7,822,http://data.schoolbook.org/school/905-ps-159-isaac-pitkin,19K159,11
P.S. 159 LUIS MUNOZ MARIN BILING,BRONX,98.4,192,http://data.schoolbook.org/school/489-ps-159-luis-munoz-marin-biling,10X159,
P.S. 16 JOHN J. DRISCOLL,STATEN ISLAND,97.4,615,http://data.schoolbook.org/school/1417-ps-016-john-j-driscoll,31R016,
P.S. 16 LEONARD DUNKLY,BROOKLYN,94.4,248,http://data.schoolbook.org/school/700-ps-016-leonard-dunkly,14K016,
P.S. 16 WAKEFIELD,BRONX,98.9,563,http://data.schoolbook.org/school/545-ps-016-wakefield,11X016,
P.S. 160 WALT DISNEY,BRONX,98,402,http://data.schoolbook.org/school/568-ps-160-walt-disney,11X160,
P.S. 160 WALTER FRANCIS BISHOP,QUEENS,98.6,693,http://data.schoolbook.org/school/1294-ps-160-walter-francis-bishop,28Q160,
P.S. 160 WILLIAM T. SAMPSON,BROOKLYN,99.6,1322,http://data.schoolbook.org/school/952-ps-160-william-t-sampson,20K160,
P.S. 161 ARTHUR ASHE SCHOOL,QUEENS,99,674,http://data.schoolbook.org/school/1295-ps-161-arthur-ashe-school,28Q161,
P.S. 161 PEDRO ALBIZU CAMPOS,MANHATTAN,97.3,914,http://data.schoolbook.org/school/231-ps-161-pedro-albizu-campos,05M161,22
P.S. 161 PONCE DE LEON,BRONX,98.5,550,http://data.schoolbook.org/school/312-ps-161-ponce-de-leon,07X161,
P.S. 161 THE CROWN,BROOKLYN,99.1,440,http://data.schoolbook.org/school/820-ps-161-the-crown,17K161,
P.S. 162 JOHN GOLDEN,QUEENS,99.9,713,http://data.schoolbook.org/school/1198-ps-162-john-golden,26Q162,
P.S. 163 ALFRED E. SMITH,MANHATTAN,98.3,604,http://data.schoolbook.org/school/149-ps-163-alfred-e-smith,03M163,
P.S. 163 ARTHUR A. SCHOMBURG,BRONX,98.6,583,http://data.schoolbook.org/school/417-ps-163-arthur-a-schomburg,09X163,
P.S. 163 BATH BEACH,BROOKLYN,97.3,627,http://data.schoolbook.org/school/953-ps-163-bath-beach,20K163,15
P.S. 163 FLUSHING HEIGHTS,QUEENS,99.1,637,http://data.schoolbook.org/school/1155-ps-163-flushing-heights,25Q163,
P.S. 164 CAESAR RODNEY,BROOKLYN,99.5,568,http://data.schoolbook.org/school/954-ps-164-caesar-rodney,20K164,
P.S. 164 QUEENS VALLEY,QUEENS,99.4,644,http://data.schoolbook.org/school/1156-ps-164-queens-valley,25Q164,
P.S. 165 EDITH K. BERGTRAUM,QUEENS,99.3,730,http://data.schoolbook.org/school/1157-ps-165-edith-k-bergtraum,25Q165,
P.S. 165 IDA POSNER,BROOKLYN,92.4,458,http://data.schoolbook.org/school/1070-ps-165-ida-posner,23K165,25
P.S. 165 ROBERT E. SIMON,MANHATTAN,95.5,827,http://data.schoolbook.org/school/150-ps-165-robert-e-simon,03M165,30
P.S. 166 HENRY GRADSTEIN,QUEENS,99.7,1259,http://data.schoolbook.org/school/1386-ps-166-henry-gradstein,30Q166,
P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,MANHATTAN,97.1,622,http://data.schoolbook.org/school/151-ps-166-the-richard-rodgers-school-of-the-arts-and-technology,03M166,11
P.S. 167 THE PARKWAY,BROOKLYN,96.2,105,http://data.schoolbook.org/school/821-ps-167-the-parkway,17K167,
P.S. 168,BRONX,97.5,510,http://data.schoolbook.org/school/1547-ps-168,75X168,13
P.S. 169 BAY TERRACE,QUEENS,100,396,http://data.schoolbook.org/school/1158-ps-169-bay-terrace,25Q169,
P.S. 169 SUNSET PARK,BROOKLYN,99.6,1672,http://data.schoolbook.org/school/762-ps-169-sunset-park,15K169,
P.S. 17 HENRY D. WOODWORTH,BROOKLYN,95.9,318,http://data.schoolbook.org/school/701-ps-017-henry-d-woodworth,14K017,
P.S. 17 HENRY DAVID THOREAU,QUEENS,98.9,528,http://data.schoolbook.org/school/1366-ps-017-henry-david-thoreau,30Q017,
P.S. 170,BRONX,98.2,281,http://data.schoolbook.org/school/419-ps-170,09X170,
P.S. 171 PATRICK HENRY,MANHATTAN,99.2,721,http://data.schoolbook.org/school/203-ps-171-patrick-henry,04M171,
P.S. 171 PETER G. VAN ALST,QUEENS,98.8,572,http://data.schoolbook.org/school/1387-ps-171-peter-g-van-alst,30Q171,
P.S. 172 BEACON SCHOOL OF EXCELLENCE,BROOKLYN,97.4,588,http://data.schoolbook.org/school/763-ps-172-beacon-school-of-excellence,15K172,10
P.S. 173,MANHATTAN,99.2,625,http://data.schoolbook.org/school/267-ps-173,06M173,
P.S. 173 FRESH MEADOWS,QUEENS,99.8,967,http://data.schoolbook.org/school/1200-ps-173-fresh-meadows,26Q173,
P.S. 174 DUMONT,BROOKLYN,100,134,http://data.schoolbook.org/school/908-ps-174-dumont,19K174,
P.S. 174 WILLIAM SIDNEY MOUNT,QUEENS,98.4,680,http://data.schoolbook.org/school/1297-ps-174-william-sidney-mount,28Q174,
P.S. 175 CITY ISLAND,BRONX,99.1,325,http://data.schoolbook.org/school/570-ps-175-city-island,11X175,
P.S. 175 HENRY H GARNET,MANHATTAN,98.9,376,http://data.schoolbook.org/school/232-ps-175-henry-h-garnet,05M175,
P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,QUEENS,99.7,758,http://data.schoolbook.org/school/1298-ps-175-the-lynn-gross-discovery-school,28Q175,
P.S. 176 CAMBRIA HEIGHTS,QUEENS,99.9,727,http://data.schoolbook.org/school/1341-ps-176-cambria-heights,29Q176,
P.S. 176 OVINGTON,BROOKLYN,99.9,1406,http://data.schoolbook.org/school/956-ps-176-ovington,20K176,
P.S. 177 THE MARLBORO,BROOKLYN,99.5,977,http://data.schoolbook.org/school/997-ps-177-the-marlboro,21K177,
P.S. 178 - DR. SELMAN WAKSMAN,BRONX,100,491,http://data.schoolbook.org/school/571-ps-178-dr-selman-waksman,11X178,
P.S. 178 SAINT CLAIR MCKELWAY,BROOKLYN,93.2,396,http://data.schoolbook.org/school/1071-ps-178-saint-clair-mckelway,23K178,20
P.S. 179,BRONX,97.4,391,http://data.schoolbook.org/school/314-ps-179,07X179,
P.S. 179 KENSINGTON,BROOKLYN,98.5,976,http://data.schoolbook.org/school/957-ps-179-kensington,20K179,12
P.S. 18 EDWARD BUSH,BROOKLYN,96.4,193,http://data.schoolbook.org/school/702-ps-018-edward-bush,14K018,
P.S. 18 JOHN G. WHITTIER,STATEN ISLAND,99,631,http://data.schoolbook.org/school/1418-ps-018-john-g-whittier,31R018,
P.S. 18 JOHN PETER ZENGER,BRONX,95,576,http://data.schoolbook.org/school/301-ps-018-john-peter-zenger,07X018,21
P.S. 18 PARK TERRACE,MANHATTAN,100,403,http://data.schoolbook.org/school/256-ps-018-park-terrace,06M018,
P.S. 18 WINCHESTER,QUEENS,98.2,627,http://data.schoolbook.org/school/1185-ps-018-winchester,26Q018,
P.S. 180 HUGO NEWMAN,MANHATTAN,97.3,622,http://data.schoolbook.org/school/152-ps-180-hugo-newman,03M180,
P.S. 181 BROOKFIELD,QUEENS,98.1,416,http://data.schoolbook.org/school/1342-ps-181-brookfield,29Q181,
P.S. 181 BROOKLYN,BROOKLYN,98.3,988,http://data.schoolbook.org/school/822-ps-181-brooklyn,17K181,
P.S. 182,BRONX,99.6,1000,http://data.schoolbook.org/school/362-ps-182,08X182,
P.S. 182 SAMANTHA SMITH,QUEENS,98.3,945,http://data.schoolbook.org/school/1299-ps-182-samantha-smith,28Q182,
P.S. 183 DR. RICHARD R. GREEN,QUEENS,99.7,588,http://data.schoolbook.org/school/1243-ps-183-dr-richard-r-green,27Q183,
P.S. 183 ROBERT L. STEVENSON,MANHATTAN,98.5,590,http://data.schoolbook.org/school/58-ps-183-robert-l-stevenson,02M183,
P.S. 184 FLUSHING MANOR,QUEENS,99.4,514,http://data.schoolbook.org/school/1159-ps-184-flushing-manor,25Q184,
P.S. 184 NEWPORT,BROOKLYN,100,557,http://data.schoolbook.org/school/1072-ps-184-newport,23K184,
P.S. 184M SHUANG WEN,MANHATTAN,99.7,651,http://data.schoolbook.org/school/12-ps-184m-shuang-wen,01M184,
P.S. 185 - THE EARLY CHILDHOOD DISCOVERY AND DESIGN MAGNET SCHOOL,MANHATTAN,96.4,249,http://data.schoolbook.org/school/153-ps-185-john-m-langston,03M185,
P.S. 185 WALTER KASSENBROCK,BROOKLYN,99,708,http://data.schoolbook.org/school/959-ps-185-walter-kassenbrock,20K185,
P.S. 186 CASTLEWOOD,QUEENS,97.2,397,http://data.schoolbook.org/school/1202-ps-186-castlewood,26Q186,
P.S. 186 DR. IRVING A GLADSTONE,BROOKLYN,99.7,986,http://data.schoolbook.org/school/960-ps-186-dr-irving-a-gladstone,20K186,
P.S. 188 KINGSBURY,QUEENS,99.9,692,http://data.schoolbook.org/school/1203-ps-188-kingsbury,26Q188,
P.S. 188 MICHAEL E. BERDY,BROOKLYN,100,488,http://data.schoolbook.org/school/998-ps-188-michael-e-berdy,21K188,
P.S. 188 THE ISLAND SCHOOL,MANHATTAN,98.4,495,http://data.schoolbook.org/school/13-ps-188-the-island-school,01M188,
P.S. 189,MANHATTAN,99.7,1077,http://data.schoolbook.org/school/270-ps-189,06M189,
P.S. 189 THE BILINGUAL CENTER,BROOKLYN,97.8,1077,http://data.schoolbook.org/school/823-ps-189-lincoln-terrace,17K189,19
P.S. 19 ASHER LEVY,MANHATTAN,98.2,272,http://data.schoolbook.org/school/2-ps-019-asher-levy,01M019,
P.S. 19 JUDITH K. WEISS,BRONX,99.8,500,http://data.schoolbook.org/school/546-ps-019-judith-k-weiss,11X019,
P.S. 19 MARINO JEANTET,QUEENS,99.5,1999,http://data.schoolbook.org/school/1098-ps-019-marino-jeantet,24Q019,
P.S. 19 ROBERTO CLEMENTE,BROOKLYN,94.8,58,http://data.schoolbook.org/school/703-ps-019-roberto-clemente,14K019,
P.S. 19 THE CURTIS SCHOOL,STATEN ISLAND,99.4,623,http://data.schoolbook.org/school/1419-ps-019-the-curtis-school,31R019,
P.S. 190 SHEFFIELD,BROOKLYN,97.4,193,http://data.schoolbook.org/school/909-ps-190-sheffield,19K190,
P.S. 191 AMSTERDAM,MANHATTAN,99.4,501,http://data.schoolbook.org/school/154-ps-191-amsterdam,03M191,
P.S. 191 MAYFLOWER,QUEENS,99.3,408,http://data.schoolbook.org/school/1204-ps-191-mayflower,26Q191,
P.S. 191 PAUL ROBESON,BROOKLYN,98.5,198,http://data.schoolbook.org/school/824-ps-191-paul-robeson,17K191,
P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,BROOKLYN,99.8,660,http://data.schoolbook.org/school/962-ps-192-the-magnet-school-for-math-and-science-inquiry,20K192,
P.S. 192 JACOB H. SCHIFF,MANHATTAN,96.6,319,http://data.schoolbook.org/school/271-ps-192-jacob-h-schiff,06M192,
P.S. 193 ALFRED J. KENNEDY,QUEENS,99.1,538,http://data.schoolbook.org/school/1162-ps-193-alfred-j-kennedy,25Q193,
P.S. 193 GIL HODGES,BROOKLYN,99.3,890,http://data.schoolbook.org/school/1034-ps-193-gil-hodges,22K193,
P.S. 194 COUNTEE CULLEN,MANHATTAN,96,177,http://data.schoolbook.org/school/233-ps-194-countee-cullen,05M194,
P.S. 194 RAOUL WALLENBERG,BROOKLYN,99.2,474,http://data.schoolbook.org/school/1035-ps-194-raoul-wallenberg,22K194,
P.S. 195,BRONX,98.9,975,http://data.schoolbook.org/school/617-ps-195,12X195,
P.S. 195 MANHATTAN BEACH,BROOKLYN,98.9,455,http://data.schoolbook.org/school/1036-ps-195-manhattan-beach,22K195,
P.S. 195 WILLIAM HABERLE,QUEENS,99.2,647,http://data.schoolbook.org/school/1344-ps-195-william-haberle,29Q195,
P.S. 196,BRONX,98,972,http://data.schoolbook.org/school/618-ps-196,12X196,13
P.S. 196 GRAND CENTRAL PARKWAY,QUEENS,99,801,http://data.schoolbook.org/school/1301-ps-196-grand-central-parkway,28Q196,
P.S. 196 TEN EYCK,BROOKLYN,100,332,http://data.schoolbook.org/school/717-ps-196-ten-eyck,14K196,
P.S. 197 - THE KINGS HIGHWAY ACADEMY,BROOKLYN,97.5,604,http://data.schoolbook.org/school/1037-ps-197-brooklyn,22K197,
P.S. 197 JOHN B. RUSSWURM,MANHATTAN,94.7,342,http://data.schoolbook.org/school/235-ps-197-john-b-russwurm,05M197,
P.S. 197 THE OCEAN SCHOOL,QUEENS,95,563,http://data.schoolbook.org/school/1244-ps-197-the-ocean-school,27Q197,22
P.S. 198 BROOKLYN,BROOKLYN,97.2,470,http://data.schoolbook.org/school/1038-ps-198-brooklyn,22K198,11
P.S. 198 ISADOR E. IDA STRAUS,MANHATTAN,99.8,465,http://data.schoolbook.org/school/59-ps-198-isador-e-ida-straus,02M198,
P.S. 199 FREDERICK WACHTEL,BROOKLYN,99.8,495,http://data.schoolbook.org/school/999-ps-199-frederick-wachtel,21K199,
P.S. 199 JESSIE ISADOR STRAUS,MANHATTAN,99,889,http://data.schoolbook.org/school/155-ps-199-jessie-isador-straus,03M199,
P.S. 199 MAURICE A. FITZGERALD,QUEENS,99,1056,http://data.schoolbook.org/school/1120-ps-199-maurice-a-fitzgerald,24Q199,
P.S. 199X - THE SHAKESPEARE SCHOOL,BRONX,96.3,809,http://data.schoolbook.org/school/420-ps-199x-the-shakespeare-school,09X199,23
P.S. 2 ALFRED ZIMBERG,QUEENS,98,643,http://data.schoolbook.org/school/1363-ps-002-alfred-zimberg,30Q002,
P.S. 2 MEYER LONDON,MANHATTAN,99.5,758,http://data.schoolbook.org/school/33-ps-002-meyer-london,02M002,
P.S. 20 ANNA SILVER,MANHATTAN,99.4,639,http://data.schoolbook.org/school/3-ps-020-anna-silver,01M020,
P.S. 20 CLINTON HILL,BROOKLYN,96,377,http://data.schoolbook.org/school/658-ps-020-clinton-hill,13K020,11
P.S. 20 JOHN BOWNE,QUEENS,99.7,1428,http://data.schoolbook.org/school/1142-ps-020-john-bowne,25Q020,
P.S. 20 PORT RICHMOND,STATEN ISLAND,100,491,http://data.schoolbook.org/school/1420-ps-020-port-richmond,31R020,
P.S. 200 BENSON SCHOOL,BROOKLYN,98.9,1366,http://data.schoolbook.org/school/963-ps-200-benson-school,20K200,
P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,MANHATTAN,96.6,506,http://data.schoolbook.org/school/236-ps-200-the-james-mccune-smith-school,05M200,10
P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,QUEENS,99.6,508,http://data.schoolbook.org/school/1165-ps-201-the-discovery-school-for-inquiry-and-research,25Q201,
P.S. 202 ERNEST S. JENKYNS,BROOKLYN,99.3,563,http://data.schoolbook.org/school/910-ps-202-ernest-s-jenkyns,19K202,
P.S. 203 FLOYD BENNETT SCHOOL,BROOKLYN,98.5,780,http://data.schoolbook.org/school/1039-ps-203-floyd-bennett,22K203,
P.S. 203 OAKLAND GARDENS,QUEENS,99.8,915,http://data.schoolbook.org/school/1205-ps-203-oakland-gardens,26Q203,
P.S. 204 MORRIS HEIGHTS,BRONX,99.2,589,http://data.schoolbook.org/school/421-ps-204-morris-heights,09X204,
P.S. 204 VINCE LOMBARDI,BROOKLYN,99.3,1180,http://data.schoolbook.org/school/965-ps-204-vince-lombardi,20K204,
P.S. 205 ALEXANDER GRAHAM BELL,QUEENS,96.2,318,http://data.schoolbook.org/school/1206-ps-205-alexander-graham-bell,26Q205,10
P.S. 205 CLARION,BROOKLYN,99,1149,http://data.schoolbook.org/school/966-ps-205-clarion,20K205,
P.S. 205 FIORELLO LAGUARDIA,BRONX,99.6,1044,http://data.schoolbook.org/school/490-ps-205-fiorello-laguardia,10X205,
P.S. 206 JOSE CELSO BARBOSA,MANHATTAN,99.8,469,http://data.schoolbook.org/school/205-ps-206-jose-celso-barbosa,04M206,
P.S. 206 JOSEPH F LAMB,BROOKLYN,99.9,1407,http://data.schoolbook.org/school/1040-ps-206-joseph-f-lamb,22K206,
P.S. 206 THE HORACE HARDING SCHOOL,QUEENS,98.2,601,http://data.schoolbook.org/school/1302-ps-206-the-horace-harding-school,28Q206,
P.S. 207,BRONX,98.9,375,http://data.schoolbook.org/school/492-ps-207,10X207,
P.S. 207 ELIZABETH G. LEARY,BROOKLYN,99.1,1264,http://data.schoolbook.org/school/1041-ps-207-elizabeth-g-leary,22K207,
P.S. 207 ROCKWOOD PARK,QUEENS,99.1,739,http://data.schoolbook.org/school/1246-ps-207-rockwood-park,27Q207,
P.S. 208 ALAIN L. LOCKE,MANHATTAN,98.1,158,http://data.schoolbook.org/school/156-ps-208-alain-l-locke,03M208,
P.S. 208 ELSA EBELING,BROOKLYN,99.1,469,http://data.schoolbook.org/school/867-ps-208-elsa-ebeling,18K208,
P.S. 209,BRONX,100,259,http://data.schoolbook.org/school/493-ps-209,10X209,
P.S. 209 CLEARVIEW GARDENS,QUEENS,99.7,615,http://data.schoolbook.org/school/1166-ps-209-clearview-gardens,25Q209,
P.S. 209 MARGARET MEAD,BROOKLYN,98.6,728,http://data.schoolbook.org/school/1000-ps-209-margaret-mead,21K209,
P.S. 21 CRISPUS ATTUCKS,BROOKLYN,97.4,627,http://data.schoolbook.org/school/787-ps-021-crispus-attucks,16K021,10
P.S. 21 EDWARD HART,QUEENS,98.7,1361,http://data.schoolbook.org/school/1143-ps-021-edward-hart,25Q021,11
P.S. 21 MARGARET EMERY-ELM PARK,STATEN ISLAND,99.8,407,http://data.schoolbook.org/school/1421-ps-21-margaret-emery-elm-park,31R021,
P.S. 21 PHILIP H. SHERIDAN,BRONX,99.6,709,http://data.schoolbook.org/school/547-ps-021-philip-h-sheridan,11X021,
P.S. 211,BRONX,97.2,613,http://data.schoolbook.org/school/620-ps-211,12X211,
P.S. 212,BRONX,93.8,497,http://data.schoolbook.org/school/621-ps-212,12X212,25
P.S. 212,QUEENS,97,790,http://data.schoolbook.org/school/1389-ps-212,30Q212,15
P.S. 212 LADY DEBORAH MOODY,BROOKLYN,99.9,692,http://data.schoolbook.org/school/1001-ps-212-lady-deborah-moody,21K212,
P.S. 212 MIDTOWN WEST,MANHATTAN,96.7,360,http://data.schoolbook.org/school/60-ps-212-midtown-west,02M212,
P.S. 213 NEW LOTS,BROOKLYN,95.9,415,http://data.schoolbook.org/school/911-ps-213-new-lots,19K213,14
P.S. 213 THE CARL ULLMAN SCHOOL,QUEENS,98.9,449,http://data.schoolbook.org/school/1207-ps-213-the-carl-ullman-school,26Q213,
P.S. 214,BRONX,99.3,1042,http://data.schoolbook.org/school/622-ps-214,12X214,
P.S. 214 CADWALLADER COLDEN,QUEENS,98.7,543,http://data.schoolbook.org/school/1167-ps-214-cadwallader-colden,25Q214,
P.S. 214 MICHAEL FRIEDSAM,BROOKLYN,99.1,982,http://data.schoolbook.org/school/912-ps-214-michael-friedsam,19K214,
P.S. 215 LUCRETIA MOTT,QUEENS,100,64,http://data.schoolbook.org/school/1248-ps-215-lucretia-mott,27Q215,
P.S. 215 MORRIS H. WEISS,BROOKLYN,99.8,931,http://data.schoolbook.org/school/1002-ps-215-morris-h-weiss,21K215,
P.S. 216 ARTURO TOSCANINI,BROOKLYN,98.9,647,http://data.schoolbook.org/school/1003-ps-216-arturo-toscanini,21K216,
P.S. 217 COLONEL DAVID MARCUS SCHOOL,BROOKLYN,98.2,1271,http://data.schoolbook.org/school/1042-ps-217-colonel-david-marcus-school,22K217,11
P.S. 219 KENNEDY-KING,BROOKLYN,98.2,571,http://data.schoolbook.org/school/869-ps-219-kennedy-king,18K219,
P.S. 219 PAUL KLAPPER,QUEENS,98.8,659,http://data.schoolbook.org/school/1168-ps-219-paul-klapper,25Q219,
P.S. 22 GRANITEVILLE,STATEN ISLAND,99.3,1071,http://data.schoolbook.org/school/1422-ps-022-graniteville,31R022,
P.S. 22 THOMAS JEFFERSON,QUEENS,98.8,826,http://data.schoolbook.org/school/1144-ps-022-thomas-jefferson,25Q022,
P.S. 220 EDWARD MANDEL,QUEENS,98.4,706,http://data.schoolbook.org/school/1304-ps-220-edward-mandel,28Q220,
P.S. 221 THE NORTH HILLS SCHOOL,QUEENS,100,649,http://data.schoolbook.org/school/1209-ps-221-the-north-hills-school,26Q221,
P.S. 221 TOUSSAINT L'OUVERTURE,BROOKLYN,98.6,424,http://data.schoolbook.org/school/825-ps-221-toussaint-louverture,17K221,
P.S. 222 KATHERINE R. SNYDER,BROOKLYN,98.1,887,http://data.schoolbook.org/school/1043-ps-222-katherine-r-snyder,22K222,12
P.S. 223 LYNDON B. JOHNSON,QUEENS,98.4,623,http://data.schoolbook.org/school/1249-ps-223-lyndon-b-johnson,27Q223,
P.S. 224 HALE A. WOODRUFF,BROOKLYN,99,512,http://data.schoolbook.org/school/914-ps-224-hale-a-woodruff,19K224,
P.S. 226,BRONX,99,507,http://data.schoolbook.org/school/496-ps-226,10X226,
P.S. 226 ALFRED DE B.MASON,BROOKLYN,98.8,1038,http://data.schoolbook.org/school/1005-ps-226-alfred-de-bmason,21K226,
P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL OF THE ARTS,QUEENS,100,364,http://data.schoolbook.org/school/1392-ps-228-early-childhood-magnet-school-of-the-arts,30Q228,
P.S. 229 DYKER,BROOKLYN,99.4,1177,http://data.schoolbook.org/school/970-ps-229-dyker,20K229,
P.S. 229 EMANUEL KAPLAN,QUEENS,99.6,1417,http://data.schoolbook.org/school/1121-ps-229-emanuel-kaplan,24Q229,
P.S. 23 CARTER G. WOODSON,BROOKLYN,95.7,302,http://data.schoolbook.org/school/704-ps-023-carter-g-woodson,14K023,11
P.S. 23 RICHMONDTOWN,STATEN ISLAND,98.4,496,http://data.schoolbook.org/school/1423-ps-023-richmondtown,31R023,
P.S. 23 THE NEW CHILDREN'S SCHOOL,BRONX,99.1,568,http://data.schoolbook.org/school/468-ps-023-the-new-childrens-school,10X023,
P.S. 230 DORIS L. COHEN,BROOKLYN,99.4,1319,http://data.schoolbook.org/school/764-ps-230-doris-l-cohen,15K230,
P.S. 230 DR ROLAND N. PATTERSON,BRONX,99.4,154,http://data.schoolbook.org/school/427-ps-230-dr-roland-n-patterson,09X230,
P.S. 232 LINDENWOOD,QUEENS,99,1084,http://data.schoolbook.org/school/1252-ps-232-lindenwood,27Q232,
P.S. 233 LANGSTON HUGHES,BROOKLYN,98.7,527,http://data.schoolbook.org/school/870-ps-233-langston-hughes,18K233,
P.S. 234,QUEENS,98.6,624,http://data.schoolbook.org/school/1394-ps-234,30Q234,
P.S. 234 INDEPENDENCE SCHOOL,MANHATTAN,97.8,729,http://data.schoolbook.org/school/63-ps-234-independence-school,02M234,12
P.S. 235 LENOX SCHOOL,BROOKLYN,98.2,1271,http://data.schoolbook.org/school/871-ps-235-lenox-school,18K235,18
P.S. 236 LANGSTON HUGHES,BRONX,100,377,http://data.schoolbook.org/school/430-ps-236-langston-hughes,09X236,
P.S. 236 MILL BASIN,BROOKLYN,99.1,544,http://data.schoolbook.org/school/1045-ps-236-mill-basin,22K236,
P.S. 238 ANNE SULLIVAN,BROOKLYN,99.5,590,http://data.schoolbook.org/school/1007-ps-238-anne-sullivan,21K238,
P.S. 239,QUEENS,99.2,645,http://data.schoolbook.org/school/1122-ps-239,24Q239,
P.S. 24,BROOKLYN,98.2,726,http://data.schoolbook.org/school/745-ps-024,15K024,10
P.S. 24 ANDREW JACKSON,QUEENS,98.9,993,http://data.schoolbook.org/school/1145-ps-024-andrew-jackson,25Q024,
P.S. 24 SPUYTEN DUYVIL,BRONX,94.5,980,http://data.schoolbook.org/school/469-ps-024-spuyten-duyvil,10X024,44
P.S. 241 EMMA L. JOHNSTON,BROOKLYN,98,613,http://data.schoolbook.org/school/826-ps-241-emma-l-johnston,17K241,
P.S. 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY,MANHATTAN,97.7,221,http://data.schoolbook.org/school/158-ps-m242-gwendolyn-powell-brown-computer-school,03M242,
P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL,QUEENS,100,395,http://data.schoolbook.org/school/1170-ps-242-leonard-p-stavisky-early-childhood-school,25Q242,
P.S. 243K- THE WEEKSVILLE SCHOOL,BROOKLYN,97.4,274,http://data.schoolbook.org/school/795-ps-243k-the-weeksville-school,16K243,
P.S. 244 RICHARD R. GREEN,BROOKLYN,98,657,http://data.schoolbook.org/school/872-ps-244-richard-r-green,18K244,
P.S. 245,BROOKLYN,98.7,301,http://data.schoolbook.org/school/1047-ps-245,22K245,
P.S. 246 POE CENTER,BRONX,96.9,743,http://data.schoolbook.org/school/501-ps-246-poe-center,10X246,19
P.S. 247 BROOKLYN,BROOKLYN,99.1,814,http://data.schoolbook.org/school/971-ps-247-brooklyn,20K247,
